pivot,derivation,similarity,category,affix
enaltecer,enaltecimiento,0.9100933,V:N,-miento
intercambiar,intercambiable,0.8657159,V:ADJ,-able
milimetrado,milimetradamente,0.89493686,ADJ:ADV,-mente
milimétrico,milimétricamente,0.9145026,ADJ:ADV,-mente
divisa,multidivisa,0.86790854,N:ADJ,multi-
periódico,periodicidad,0.7496712,ADJ:N,-idad
triunfal,triunfalista,0.91935116,ADJ:ADJ,-ista
angelical,angelicalmente,0.76560265,ADJ:ADV,-mente
guapo,guapín,0.8397929,ADJ:ADJ,-ín
modelo,aeromodelo,0.58406067,N:N,aero-
ventral,ventralmente,0.7910946,ADJ:ADV,-mente
compañero,compañerismo,0.8568585,N:N,-ismo
patinar,patinazo,0.64060485,V:N,-azo
politizar,politización,0.79780734,V:N,-ción
apnea,apneico,0.7945988,N:ADJ,-ico
algodón,algodonal,0.83927476,N:N,-al
aproximar,aproximante,0.8815336,V:ADJ,-ante
apto,aptamente,0.77744514,ADJ:ADV,-mente
aracnología,aracnológico,0.9392791,N:ADJ,-ico
pobreza,pobrezafilia,0.8896837,N:N,-filia
derecha,derechista,0.53469867,N:ADJ,-ista
ventura,venturoso,0.6300667,N:ADJ,-oso
venturoso,venturosamente,0.7759724,ADJ:ADV,-mente
inflamatorio,antiinflamatorio,0.90185255,ADJ:ADJ,anti-
engrosar,engrosamiento,0.8866601,V:N,-miento
epidemia,epidemiólogo,0.860552,N:N,-logo
faríngeo,nasofaríngeo,0.9185232,ADJ:ADJ,naso-
acoplar,acoplable,0.8314792,V:ADJ,-able
Cúcuta,cucuteño,0.77155757,N:ADJ,-eño
hipócrita,hipócritamente,0.9105517,ADJ:ADV,-mente
lingüístico,lingüísticamente,0.91277,ADJ:ADV,-mente
barlovento,barloventear,0.88498807,N:V,-ear
nave,naviero,0.63636774,N:ADJ,-ero
andar,andariego,0.91077626,V:ADJ,-iego
menopáusico,postmenopáusico,0.9590818,ADJ:ADJ,post-
recoger,recogimiento,0.6730415,V:N,-miento
vaporizar,vaporización,0.89199847,V:N,-ción
portugués,portuguesismo,0.7422858,ADJ:N,-ismo
vaciar,vaciadero,0.7947541,V:N,-dero
broche,brochito,0.76169294,N:N,-ito
brusco,brusquedad,0.80405784,ADJ:N,-dad
calumnia,calumnioso,0.8703909,N:ADJ,-oso
circular,circularmente,0.8941706,ADJ:ADV,-mente
compenetrar,compenetración,0.9098744,V:N,-ción
desaforado,desaforadamente,0.9075306,ADJ:ADV,-mente
escalar,desescalar,0.79385686,V:V,des-
enajenar,enajenación,0.8617188,V:N,-ción
europeizar,europeización,0.9196088,V:N,-ción
feo,feamente,0.5905425,ADJ:ADV,-mente
festival,festivalero,0.90327495,N:ADJ,-ero
juez,exjuez,0.7557664,N:N,ex-
impúdico,impúdicamente,0.90143615,ADJ:ADV,-mente
polígono industrial,poligonero,0.7158261,N:N,-ero
polígono,poligonera,0.77032936,N:N,-era
industrialización,reindustrialización,0.94525373,N:N,re-
relativo,relativizar,0.78929406,ADJ:V,-izar
rematado,rematadamente,0.85890764,V:ADV,-mente
politizar,repolitizar,0.9126824,V:V,re-
robusto,robustez,0.75384676,ADJ:N,-ez
salvaje,salvajismo,0.89767957,N:N,-ismo
sendero,senderista,0.83151114,N:N,-ista
terrenal,ultraterrenal,0.9132287,ADJ:ADJ,ultra-
testa,testarazo,0.81392413,N:N,-azo
cíclico,electrocíclico,0.91522264,ADJ:ADJ,electro-
agudizar,agudización,0.7806225,V:N,-ción
apostar,apostante,0.828372,V:N,-ante
artículo,articulista,0.35258162,N:N,-ista
atomizar,atomización,0.9198371,V:N,-ción
ejemplar,ejemplarmente,0.8918008,N:ADV,-mente
taxativo,taxativamente,0.9130338,ADJ:ADV,-mente
represalia,represaliar,0.81866324,N:V,-ar
bandera,banderita,0.84959435,N:N,-ita
catalán,catalanamente,0.8743106,ADJ:ADV,-mente
catalán,catalanidad,0.8964153,ADJ:N,-idad
sistematizar,sistematización,0.88549066,V:N,-ción
extrapolar,extrapolación,0.8730157,V:N,-ción
encefalograma,electroencefalograma,0.94383764,N:N,electro-
articulado,articuladamente,0.78002286,ADJ:ADV,-mente
desencadenar,desencadenante,0.9152514,V:ADJ,-ante
coreografía,coreografiar,0.885162,N:V,-ar
atormentar,atormentador,0.8758629,V:N,-dor
arritmia,arrítmico,0.8373667,N:ADJ,-ico
cine,anticine,0.56618905,N:ADJ,anti-
ciclo,heterociclo,0.5903443,N:N,hetero-
reducción,reduccionista,0.79418325,N:ADJ,-ista
postergar,postergación,0.8868495,V:N,-ación
obstinado,obstinadamente,0.88718325,ADJ:ADV,-mente
interpretar,reinterpretar,0.88414276,V:V,re-
protuberante,protuberancia,0.89586294,ADJ:N,-ia
arsénico,arsenífero,0.77996993,N:ADJ,-ífero
grotesco,grotescamente,0.8653499,ADJ:ADV,-mente
hematuria,microhematuria,0.9124907,N:N,micro-
vampiro,vampirizar,0.8539197,N:V,-izar
socializar,socialización,0.9295464,V:N,-ción
rutinario,rutinariamente,0.8199648,ADJ:ADV,-mente
prestigio,prestigiar,0.89351887,N:V,-ar
parásito,parasitar,0.72888273,ADJ:V,-ar
paladino,paladinamente,0.87427366,N:ADV,-mente
gamberro,gamberrada,0.90870744,ADJ:N,-ada
estoque,estoquear,0.84453595,N:V,-ar
estigmatizar,estigmatización,0.95018905,V:N,-ción
desinteresado,desinteresadamente,0.9045218,ADJ:ADV,-mente
cuantitativo,cuantitativamente,0.9441709,ADJ:ADV,-mente
Miguel,san Miguelito,0.6553141,N:N,-ito
sedoso,sedosidad,0.74062216,ADJ:N,-idad
perturbador,perturbadoramente,0.89283437,N:ADV,-mente
neblina,neblinoso,0.8966018,N:ADJ,-oso
zafio,zafiedad,0.7770743,ADJ:N,-edad
alquilar,alquilable,0.8346736,V:ADJ,-able
caballeroso,caballerosidad,0.8021319,ADJ:N,-idad
conspirar,conspirativo,0.75333613,V:ADJ,-ivo
horroroso,horrorosamente,0.89962435,ADJ:ADV,-mente
institucional,institucionalmente,0.6500721,ADJ:ADV,-mente
estigmatización,desestigmatización,0.964251,N:N,des-
efecto,efectismo,0.61080956,N:N,-ismo
encarecido,encarecidamente,0.8296904,V:ADV,-mente
envidiable,envidiablemente,0.9392891,ADJ:ADV,-mente
esmerado,esmeradamente,0.870395,ADJ:ADV,-mente
idealizar,idealización,0.87506264,V:N,-ción
machacón,machaconamente,0.8170505,ADJ:ADV,-mente
rector,vicerrector,0.696631,ADJ:N,vice-
austeridad,antiausteridad,0.8899807,N:N,anti-
moral,moralina,0.820296,ADJ:N,-ina
bandera,banderín,0.83820623,N:N,-ín
palmario,palmariamente,0.78925145,ADJ:ADV,-mente
lengua,lenguaraz,0.84441364,N:ADJ,-araz
infantil,infantilizar,0.84381986,ADJ:V,-izar
compatibilidad,histocompatibilidad,0.8222141,N:N,histo-
cacique,caciquil,0.92714375,N:ADJ,-il
pronunciable,impronunciable,0.9481313,ADJ:ADJ,in-
laboral,laboralmente,0.8958039,ADJ:ADV,-mente
literario,literariamente,0.9147891,ADJ:ADV,-mente
lateral,superolateral,0.8348943,ADJ:ADJ,supero-
apostólico,apostólicamente,0.8844285,ADJ:ADV,-mente
caramelo,caramelizar,0.7739663,N:V,-izar
codificar,descodificar,0.9423066,V:V,des-
quiescente,quiescencia,0.8737957,ADJ:N,-encia
ambientar,ambientación,0.83687675,V:N,-ción
anidar,anidamiento,0.83559924,V:N,-miento
embriagar,embriagante,0.83464247,V:ADJ,-ante
pasivo,pasivamente,0.82200015,ADJ:ADV,-mente
mujer,mujerío,0.77996737,N:N,-ío
tergiversar,tergiversación,0.88169724,V:N,-ción
sindical,sindicalismo,0.8773381,ADJ:N,-ismo
grito,griterío,0.68692607,N:N,-ío
afanoso,afanosamente,0.8572186,ADJ:ADV,-mente
depresivo,antidepresivo,0.896024,ADJ:ADJ,anti-
apasionar,apasionamiento,0.783249,V:N,-miento
arbitrio,arbitrismo,0.9120088,N:N,-ismo
montable,desmontable,0.8444172,ADJ:ADJ,des-
exorbitante,exorbitantemente,0.9027079,ADJ:ADV,-mente
negociable,innegociable,0.85887945,ADJ:ADJ,in-
supremacía,supremacismo,0.838094,N:N,-ismo
amigo,amiguete,0.57804257,N:N,-ete
empresarial,empresarialmente,0.82138026,ADJ:ADV,-mente
desvanecer,desvanecimiento,0.9144032,V:N,-miento
hormiga,hormiguita,0.8983504,N:N,-ita
jugoso,jugosamente,0.77648586,ADJ:ADV,-mente
alcalde,alcaldable,0.72670126,N:N,-able
accionar,accionamiento,0.8469706,V:N,-miento
animalizar,animalización,0.854765,V:N,-ción
fibrilación,desfibrilación,0.9542264,N:N,des-
detener,detenimiento,0.7106103,V:N,-miento
acomodar,acomodadizo,0.8607008,V:ADJ,-izo
Ezcaray,ezcarayense,0.84597975,N:ADJ,-ense
horno,hornacina,0.8089941,N:N,-ina
arrebol,arrebolada,0.8731998,N:N,-ada
solidario,solidariamente,0.9213056,ADJ:ADV,-mente
reagrupar,reagrupación,0.77471733,V:N,-ción
ornitología,ornitológico,0.8242202,N:ADJ,-ico
editar,autoeditar,0.85534763,V:V,auto-
demoscópico,demoscópicamente,0.87975216,ADJ:ADV,-mente
dulce,dulzón,0.81275743,ADJ:ADJ,-ón
hotel,hotelazo,0.5265075,N:N,-azo
paquete,paquetito,0.8479934,N:N,-ito
Quebec,quebequés,0.67076826,N:ADJ,-és
encauzar,reencauzar,0.9265134,V:V,re-
introducir,reintroducir,0.94604766,V:V,re-
reputación,reputacional,0.8026975,N:ADJ,-al
revitalizar,revitalizador,0.8836572,V:ADJ,-dor
totalitarismo,seudototalitarismo,0.8414104,N:N,seudo-
sobrecoger,sobrecogimiento,0.7641025,V:N,-miento
coste,sobrecoste,0.77316463,N:N,sobre-
tozudo,tozudez,0.8261694,ADJ:N,-ez
canciller,vicecanciller,0.84015054,N:N,vice-
castizo,casticismo,0.7243515,ADJ:N,-ismo
frente,frentismo,0.591167,N:N,-ismo
hotel,hotelito,0.6415969,N:N,-ito
batido,imbatido,0.704833,ADJ:ADJ,in-
indisimulado,indisimuladamente,0.9526707,ADJ:ADV,-mente
Picasso,picassesco,0.86080074,N:ADJ,-esco
ampuloso,ampulosidad,0.7696383,ADJ:N,-idad
armónico,armónicamente,0.84952575,ADJ:ADV,-mente
Aznar,aznarista,0.77418286,N:N,-ista
intervención,intervencionista,0.813204,N:ADJ,-ista
momia,momificar,0.7745365,ADJ:V,-ificar
sacralizar,desacralizar,0.87939924,V:V,des-
devastador,devastadoramente,0.8918685,ADJ:ADV,-mente
ominoso,ominosamente,0.7742169,ADJ:ADV,-mente
premeditado,premeditadamente,0.8697765,V:ADV,-mente
probado,probadamente,0.84905577,ADJ:ADV,-mente
provechoso,provechosamente,0.8224464,ADJ:ADV,-mente
sumiso,sumisamente,0.7944966,ADJ:ADV,-mente
inherente,inherentemente,0.91955775,ADJ:ADV,-mente
metatarso,metatarsiano,0.879859,N:ADJ,-iano
nacional,transnacional,0.7420046,ADJ:ADJ,trans-
voluntarioso,voluntariosamente,0.91229725,ADJ:ADV,-mente
humo,antihumo,0.84865904,N:ADJ,anti-
enardecer,enardecimiento,0.81797105,V:N,-miento
intimidante,intimidantemente,0.88294876,ADJ:ADV,-mente
oficioso,oficiosamente,0.6994963,ADJ:ADV,-mente
cristiano,judeocristiano,0.7704267,ADJ:ADJ,judeo-
ochenta,ochentero,0.6452999,N:ADJ,-ero
oftalmología,oftalmológico,0.93502796,N:ADJ,-ico
bocadillo,bocata,0.59227043,N:N,-ata
autónomo,autónomamente,0.88447005,ADJ:ADV,-mente
desmembrar,desmembramiento,0.8796415,V:N,-miento
desmesurado,desmesuradamente,0.8760426,ADJ:ADV,-mente
sintaxis,morfosintaxis,0.85442287,N:N,morfo-
gilipollas,gilipollear,0.8537852,N:V,-ear
quiosco,quiosquero,0.7996495,N:N,-ero
majo,majete,0.8082967,ADJ:ADJ,-ete
caloría,quilocaloría,0.80094707,N:N,quilo-
discoteca,macrodiscoteca,0.8528638,N:N,macro-
jubilado,prejubilado,0.91304713,N:N,pre-
mezclar,remezclar,0.6875508,V:V,re-
topo,topera,0.79435635,N:N,-era
frijol,frijolada,0.8477049,N:N,-ada
inflación,inflacionario,0.67904115,N:ADJ,-ario
atractivo,atractividad,0.8932095,ADJ:N,-idad
catalán,catalanizar,0.84847647,ADJ:V,-izar
desahogado,desahogadamente,0.91100794,V:ADV,-mente
persona,personita,0.63688207,N:N,-ita
Praga,praguense,0.6869179,N:ADJ,-ense
jubilación,prejubilación,0.9141682,N:N,pre-
sintonizar,resintonizar,0.9147799,V:V,re-
desarrollado,subdesarrollado,0.87641865,ADJ:ADJ,sub-
estructural,estructuralmente,0.68122816,ADJ:ADV,-mente
insonorizar,insonorización,0.9419374,V:N,-ción
relajado,relajadamente,0.81233686,ADJ:ADV,-mente
miel,melar,0.65048164,N:ADJ,-ar
apacible,apaciblemente,0.8065506,ADJ:ADV,-mente
observación,observacional,0.7808654,N:ADJ,-al
torrencial,torrencialmente,0.9116452,ADJ:ADV,-mente
torpe,torpemente,0.8287693,ADJ:ADV,-mente
militarizar,militarización,0.87197995,V:N,-ción
fulminante,fulminantemente,0.87709355,ADJ:ADV,-mente
catalán,anticatalán,0.8945435,ADJ:ADJ,anti-
deportivo,antideportivo,0.89461917,ADJ:ADJ,anti-
secesión,antisecesión,0.89825153,N:ADJ,anti-
apoteosis,apoteósico,0.8433001,N:ADJ,-ico
currar,currante,0.8167151,V:ADJ,-ante
dedo,dedillo,0.7778113,N:N,-illo
amistar,desamistar,0.85784495,V:V,des-
diferenciado,diferenciadamente,0.92394906,V:ADV,-mente
intencionado,inintencionado,0.86849606,ADJ:ADJ,in-
lexicología,lexicológico,0.9184267,N:ADJ,-ico
tacón,taconazo,0.72901803,N:N,-azo
mandatario,vicemandatario,0.6943292,N:N,vice-
monumental,monumentalidad,0.84607846,ADJ:N,-idad
inmunológico,inmunológicamente,0.9327126,ADJ:ADV,-mente
inconfundible,inconfundiblemente,0.9138911,ADJ:ADV,-mente
indefectible,indefectiblemente,0.94079286,ADJ:ADV,-mente
sustituible,insustituible,0.94365865,ADJ:ADJ,in-
caligrafía,caligrafiar,0.79672325,N:V,-ar
confesión,confesional,0.79883474,N:ADJ,-al
descodificar,descodificador,0.8921858,V:N,-dor
prestar,prestatario,0.7925164,V:ADJ,-atario
clientela,clientelar,0.86450404,N:ADJ,-ar
obsesivo,obsesivamente,0.9167188,ADJ:ADV,-mente
acoquinar,acoquinamiento,0.84578556,V:N,-miento
auspicio,auspicioso,0.8976646,N:ADJ,-oso
politización,despolitización,0.93906146,N:N,des-
fruncir,fruncimiento,0.7894659,V:N,-miento
irremisible,irremisiblemente,0.77399296,ADJ:ADV,-mente
prefijo,prefijal,0.8753423,ADJ:ADJ,-al
título,titulitis,0.62355036,N:N,-itis
tarificar,tarificación,0.887848,V:N,-ción
canal,canalón,0.914381,N:N,-ón
acomplejar,acomplejamiento,0.8796367,V:N,-miento
alimentario,agroalimentario,0.9321532,ADJ:ADJ,agro-
escuela,agroescuela,0.55657834,N:N,agro-
inteligente,agrointeligente,0.8858801,ADJ:ADJ,agro-
blanqueo,antiblanqueo,0.8721917,N:ADJ,anti-
disturbio,antidisturbios,0.80049443,N:ADJ,anti-
gubernamental,antigubernamental,0.9142295,ADJ:ADJ,anti-
avenir,avenencia,0.76043695,V:N,-encia
brocha,brochazo,0.8908363,N:N,-azo
chato,chatamente,0.6490229,ADJ:ADV,-mente
Ciudadanos,ciudadanista,0.7944732,N:ADJ,-ista
revolución,contrarrevolución,0.85241723,N:N,contra-
corto,cortito,0.73560685,ADJ:ADJ,-ito
criada,criadilla,0.8032967,N:N,-illa
elenco,elencazo,0.76489884,N:N,-azo
escalonado,escalonadamente,0.88925636,ADJ:ADV,-mente
gamberro,gamberrismo,0.9033196,ADJ:N,-ismo
mitin,mitinero,0.80357766,N:ADJ,-ero
anécdota,anecdotario,0.71739745,N:N,-ario
denodado,denodadamente,0.74233174,ADJ:ADV,-mente
desvalorizar,desvalorización,0.93421453,V:N,-ción
empoderar,empoderamiento,0.8483375,V:N,-miento
Ginebra,ginebrés,0.73938733,N:ADJ,-és
despiadado,despiadadamente,0.8987408,ADJ:ADV,-mente
emparejar,emparejamiento,0.84899783,V:N,-miento
apolítico,apoliticismo,0.78009874,ADJ:N,-ismo
transversal,transversalmente,0.90188295,ADJ:ADV,-mente
obstaculizar,obstaculización,0.94585234,V:N,-ción
melón,meloncillo,0.845045,N:N,-cillo
implacable,implacablemente,0.9411559,ADJ:ADV,-mente
asqueroso,asquerosidad,0.8955906,ADJ:N,-idad
agilizar,agilización,0.9154167,V:N,-ción
acondicionar,acondicionamiento,0.92611414,V:N,-miento
ramal,ramalazo,0.76162434,N:N,-azo
chaval,chavalote,0.8510717,N:N,-ote
impreso,sobreimpreso,0.870754,N:ADJ,sobre-
encarnar,reencarnar,0.93015736,V:V,re-
pringue,pringoso,0.6889235,N:ADJ,-oso
santo,santero,0.6901614,ADJ:ADJ,-ero
parásito,parasitismo,0.76362664,ADJ:N,-ismo
histórico,suprahistórico,0.8005742,ADJ:ADJ,supra-
UCD,ucedista,0.7316573,N:N,-ista
vedete,vedetismo,0.7107577,N:N,-ismo
viejo,viejete,0.777655,ADJ:N,-ete
intencionado,intencionadamente,0.85132504,ADJ:ADV,-mente
probabilidad,improbabilidad,0.90234137,N:N,in-
desnuclearizar,desnuclearización,0.94595194,V:N,-ción
caricatura,caricaturesco,0.76749325,N:ADJ,-esco
sólido,sólidamente,0.88803416,ADJ:ADV,-mente
natal,natalidad,0.85548025,ADJ:N,-idad
desestabilizar,desestabilización,0.9544771,V:N,-ción
Antequera,antequerano,0.67851526,N:ADJ,-ano
pericia,impericia,0.82278657,N:N,in-
ladino,ladinamente,0.77177644,ADJ:ADV,-mente
sensacional,sensacionalismo,0.9105631,ADJ:N,-ismo
reorientar,reorientación,0.89700365,V:N,-ción
admisión,readmisión,0.91064453,N:N,re-
inopinado,inopinadamente,0.8537457,ADJ:ADV,-mente
comprensible,comprensiblemente,0.8147657,ADJ:ADV,-mente
avanzada,avanzadilla,0.7887681,N:N,-illa
asiduo,asiduamente,0.72124,ADJ:ADV,-mente
aislado,aisladamente,0.72865784,ADJ:ADV,-mente
Colchagua,colchagüino,0.83521056,N:ADJ,-ino
sexo,sexólogo,0.6606518,N:N,-logo
siniestro,siniestralidad,0.90258026,ADJ:N,-idad
vicario,vicariamente,0.8292923,ADJ:ADV,-mente
trilingüe,trilingüismo,0.803844,ADJ:N,-ismo
Alentejo,alentejano,0.8519208,N:ADJ,-ano
chatarra,chatarrero,0.73250985,N:N,-ero
coherente,coherentemente,0.90475315,ADJ:ADV,-mente
disociar,disociación,0.8469436,V:N,-ción
fácil,facilón,0.7171706,ADJ:ADJ,-ón
tosco,toscamente,0.8126683,ADJ:ADV,-mente
Machado,machadiano,0.8417709,N:ADJ,-iano
otomano,posotomano,0.87515527,ADJ:ADJ,pos-
sinovia,sinovitis,0.82829607,N:N,-itis
estreno,preestreno,0.9158253,N:N,pre-
anual,plurianual,0.56580275,ADJ:ADJ,pluri-
menudista,narcomenudista,0.84732753,N:N,narco-
exigente,exigentemente,0.7808024,ADJ:ADV,-mente
extravagante,extravagantemente,0.90142566,ADJ:ADV,-mente
litro,hectolitro,0.8527439,N:N,hecto-
insoportable,insoportablemente,0.9262169,ADJ:ADV,-mente
lejano,lejanamente,0.7442313,ADJ:ADV,-mente
fundado,fundadamente,0.63572586,V:ADV,-mente
normatividad,heteronormatividad,0.9035651,N:N,hetero-
brujería,brujeril,0.8841858,N:ADJ,-il
enconado,enconadamente,0.89005625,ADJ:ADV,-mente
exhibición,exhibicionismo,0.86986774,N:N,-ismo
impecable,impecablemente,0.9178773,ADJ:ADV,-mente
cinema,cinemateca,0.8949117,N:N,-teca
insospechado,insospechadamente,0.9530523,ADJ:ADV,-mente
oscurecer,oscurecimiento,0.91446483,V:N,-miento
primoroso,primorosamente,0.7721733,ADJ:ADV,-mente
transacción,transaccional,0.85894525,N:ADJ,-al
protección,proteccionista,0.69633055,N:ADJ,-ista
elucubrar,elucubración,0.94549054,V:N,-ción
asertivo,asertividad,0.6262897,ADJ:N,-idad
bencilo,bencílico,0.7698251,N:ADJ,-ico
enchufado,enchufadísimo,0.9253283,ADJ:ADJ,-ísimo
infantil,infantiloide,0.7442462,ADJ:ADJ,-oide
rotura,roturita,0.798975,N:N,-ita
entero,enterito,0.7438807,ADJ:ADJ,-ito
profesional,interprofesional,0.7935872,ADJ:ADJ,inter-
tarea,multitarea,0.86057115,N:ADJ,multi-
publicitario,antipublicitario,0.94066185,ADJ:ADJ,anti-
alistar,alistamiento,0.76798606,V:N,-miento
argentino,argentinismo,0.93315935,ADJ:N,-ismo
contradictorio,contradictoriamente,0.9296213,ADJ:ADV,-mente
islamizar,islamización,0.9195654,V:N,-ción
adormecer,adormecedor,0.88486314,V:ADJ,-dor
entumecer,entumecimiento,0.90786785,V:N,-miento
negación,negacionismo,0.8028443,N:N,-ismo
peatonalizar,peatonalización,0.9292529,V:N,-ción
navegable,navegabilidad,0.8304465,ADJ:N,-idad
grupo,grupal,0.6193066,N:ADJ,-al
bambolear,bamboleante,0.89038444,V:ADJ,-ante
verborragia,verborrágico,0.8656404,N:ADJ,-ico
achuchar,achuchón,0.7785887,V:N,-ón
aserto,asertivo,0.37585866,N:ADJ,-ivo
ausente,ausentismo,0.8869715,ADJ:N,-ismo
caprichoso,caprichosamente,0.8318231,ADJ:ADV,-mente
controlado,controladamente,0.7361229,V:ADV,-mente
precario,precarización,0.8574542,N:N,-ización
despertar,despertamiento,0.91997844,V:N,-miento
judicial,judicializar,0.62141615,ADJ:V,-izar
agüero,agorero,0.9099847,N:ADJ,-ero
consiguiente,consiguientemente,0.93542534,ADJ:ADV,-mente
Dublín,dublinés,0.76761186,N:ADJ,-és
esclavizar,esclavización,0.9405062,V:N,-ción
estandarizar,estandarización,0.92039627,V:N,-ción
gnoseología,gnoseológico,0.92267865,N:ADJ,-ico
Lorca,lorquiano,0.635596,N:ADJ,-iano
Medellín,medellinense,0.84294045,N:ADJ,-ense
rosal,rosaleda,0.7946209,N:N,-eda
cursi,anticursi,0.8168773,ADJ:ADJ,anti-
frívolo,frívolamente,0.86136013,ADJ:ADV,-mente
junta,juntero,0.63135445,N:N,-ero
marcial,marcialmente,0.83347166,ADJ:ADV,-mente
preservar,criopreservar,0.9031579,V:V,crio-
rápido,rapidísimo,0.7299489,ADJ:ADJ,-ísimo
ingresar,reingresar,0.8702637,V:V,re-
reglamentario,antirreglamentario,0.8980596,ADJ:ADJ,anti-
apreciable,apreciablemente,0.7996325,ADJ:ADV,-mente
distrito,distrital,0.78621787,N:ADJ,-al
entusiasta,entusiastamente,0.9168528,ADJ:ADV,-mente
estructural,estructuralista,0.8120318,ADJ:ADJ,-ista
litro,litrona,0.76314056,N:N,-ona
trivializar,trivialización,0.9047656,V:N,-ción
reconstituir,reconstituyente,0.8875569,V:ADJ,-ente
especia,especiar,0.59995115,N:V,-ar
engaño,autoengaño,0.88571566,N:N,auto-
temprano,tempranamente,0.72104424,ADJ:ADV,-mente
apocar,apocamiento,0.6350761,V:N,-miento
apretujar,apretujón,0.9080934,V:N,-ón
figura,figurón,0.5832272,N:N,-ón
infusión,infusionar,0.839469,N:V,-ar
vital,vitalmente,0.57825756,ADJ:ADV,-mente
amistad,desamistad,0.8505085,N:N,des-
cualificación,sobrecualificación,0.9112888,N:N,sobre-
toro,torista,0.495059,N:ADJ,-ista
pillastre,pillastrón,0.8779567,N:N,-ón
burdo,burdamente,0.7001891,ADJ:ADV,-mente
salinizar,desalinizar,0.87042946,V:V,des-
medioambiental,medioambientalmente,0.7857447,ADJ:ADV,-mente
amedrentar,amedrentador,0.90123653,V:ADJ,-dor
boleto,boletero,0.6752165,N:N,-ero
bochinche,bochinchero,0.87853545,N:ADJ,-ero
bochorno,bochornoso,0.88332057,N:ADJ,-oso
cristalizar,cristalización,0.8618262,V:N,-ción
aglutinar,aglutinamiento,0.8606504,V:N,-miento
escrachar,escrache,0.90624076,V:N,-e
mayor,mayorcito,0.6980283,ADJ:ADJ,-cito
protocolo,protocolizar,0.85392517,N:V,-izar
impulsar,reimpulsar,0.9114277,V:V,re-
tremendo,tremendista,0.8172893,ADJ:ADJ,-ista
viral,viralizar,0.7199484,ADJ:V,-izar
tijera,tijeretazo,0.74841034,N:N,-azo
Baroja,barojiano,0.7778142,N:ADJ,-iano
insurrección,insurreccional,0.8215139,N:ADJ,-al
tubérculo,tuberculoso,0.79258007,N:ADJ,-oso
zircón,zirconita,0.884825,N:N,-ita
San Fermín,sanfermines,0.71392816,N:N,-es
valorar,sobrevalorar,0.8619102,V:V,sobre-
valorado,sobrevalorado,0.91717964,V:ADJ,sobre-
troleo,troleada,0.74346167,N:N,-ada
romanticismo,antirromanticismo,0.8122659,N:N,anti-
concomitante,concomitancia,0.8652565,ADJ:N,-ancia
inculpatorio,autoinculpatorio,0.9575965,ADJ:ADJ,auto-
austeridad,austericida,0.7616873,N:N,-cida
ideologizar,ideologización,0.9191965,V:N,-ción
jibarizar,jibarización,0.9324046,V:N,-ción
obligado,obligadamente,0.81190795,ADJ:ADV,-mente
Hamlet,hamletiano,0.7863351,N:ADJ,-iano
metáfora,metaforizar,0.7519694,N:V,-izar
víctima,victimista,0.69644517,N:ADJ,-ista
procesión,procesionar,0.51640105,N:V,-ar
barato,baratillo,0.69724077,ADJ:N,-illo
juicioso,juiciosamente,0.7915453,ADJ:ADV,-mente
peatonal,peatonalizar,0.8030582,ADJ:V,-izar
sexualidad,transexualidad,0.9115889,N:N,trans-
abastecer,desabastecer,0.7863155,V:V,des-
dominicano,antidominicano,0.8452271,ADJ:ADJ,anti-
elocuente,elocuentemente,0.8809343,ADJ:ADV,-mente
Quijote,quijotismo,0.6094811,N:N,-ismo
alimentar,realimentar,0.7675966,V:V,re-
sofístico,sofisticar,0.87010866,ADJ:V,-ar
alquilar,realquilar,0.8844994,V:V,re-
apalancar,apalancamiento,0.8856358,V:N,-miento
liquidación,liquidacionista,0.88267696,N:N,-ista
sideral,sideralmente,0.6723997,ADJ:ADV,-mente
sample,samplear,0.9274591,N:V,-ear
hormigón,hormigonar,0.8895428,N:V,-ar
merecido,merecidamente,0.7782915,ADJ:ADV,-mente
privado,privadamente,0.7899002,N:ADV,-mente
social,socializar,0.6480915,ADJ:V,-izar
vertical,verticalizar,0.78219193,ADJ:V,-izar
amortizar,desamortizar,0.8996191,V:V,des-
constructivo,constructivista,0.91784173,ADJ:ADJ,-ista
ferviente,fervientemente,0.8182256,ADJ:ADV,-mente
catalanismo,anticatalanismo,0.8947685,N:N,anti-
contaminación,anticontaminación,0.79188234,N:ADJ,anti-
chusco,chusquero,0.7472984,N:ADJ,-ero
navegabilidad,aeronavegabilidad,0.90626854,N:N,aero-
Aguirre,aguirrista,0.7058239,N:N,-ista
categorizar,categorización,0.91805273,V:N,-ción
culpable,culpabilizar,0.8959148,ADJ:V,-izar
derecho,derechizar,0.561923,ADJ:V,-izar
mosquete,mosquetón,0.8139469,N:N,-ón
descendiente,afrodescendiente,0.8747826,N:ADJ,afro-
arreglo,arreglista,0.88474333,N:N,-ista
colchón,colchoneta,0.9256179,N:N,-eta
desenvolver,desenvolvimiento,0.8722278,V:N,-miento
América,Mesoamérica,0.6688954,N:N,meso-
ruido,ruidero,0.71857744,N:N,-ero
semilla,semillero,0.8357471,N:N,-ero
racial,sociorracial,0.51808417,ADJ:ADJ,socio-
patata,patatero,0.808147,N:ADJ,-ero
falsear,falseamiento,0.80772287,V:N,-miento
endocrino,neuroendocrino,0.9257483,ADJ:ADJ,neuro-
pavo,pavezno,0.81484175,N:N,-ezno
