"category","model","language","type","mean_similarity","version"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.272177037968746,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.270295502651565,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.270841645239167,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.277188452615316,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.274588585917759,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.274131829115199,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.274413529242419,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.27186669545459,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.269067592639817,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.271822615954601,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.277631918084406,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.271548770793514,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.272291886177124,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.270382851446072,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.277830782679681,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.277467191594817,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.275778773227215,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.272327567649465,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.277854580658928,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.271346886113672,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.274773011253589,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.273350464211213,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.268266232645058,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.269607053976021,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.270767443426853,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.275986809183563,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.270982149616868,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.270438477667933,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.26921064264733,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.27593794194277,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.274422313843918,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.273175388804809,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.271029786331822,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.272009950620053,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.277457518218635,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.276873070826665,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.271780631198445,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.278099552190896,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.275350218730556,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.273748068152956,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.273526668674611,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.275404088435043,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.26910598681205,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.271036500112322,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.274281836281157,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.272955944237746,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.269717441316983,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.272979511733202,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.274523435076868,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.27375647377239,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.275135476485647,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.271079476135769,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.274740685069917,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.27321875753308,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.272902387049191,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.275421430123404,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.275151788646757,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.272832711308476,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.268875411735506,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.272389086036167,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.271876683002919,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.271437546300995,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.27208268384915,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.273458326013957,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.275243437755112,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.274522191582815,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.269325090783913,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.276027404173884,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.276537243908313,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.271835252744518,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.27064612960518,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.272877479486963,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.275214468499417,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.270459425494697,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.270551037236379,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.271867353328297,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.277259213905762,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.273726655356169,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.272777420534227,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.272625323181446,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.269876839338759,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.273465181513533,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.27167969026341,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.274633488886689,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.270935861798517,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.268934248710325,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.273418071440655,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.274123976474916,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.272338664028955,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.272281887504168,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.273986892465238,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.273821451791682,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.275107084608648,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.275614780533463,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.26818599230744,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.277157846389372,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.27461701274572,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.273482136145279,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.271497967494084,"Shuffled"
"ADJ:ADJ","FastText","Polish","Derivation (same category)",0.273613925814642,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.172567470374528,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.172387945162771,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171675306169256,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.17012287075392,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.17147482260112,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171600684900928,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171839599381203,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.169775721382025,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.172883150168063,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.169924703100599,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170287722166046,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.172175172900787,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.169755199936296,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170572146312062,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.1715573076013,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171859654030073,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171569954186829,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.17220130503308,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171275362602526,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170725677410217,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171973552111244,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171789465499461,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171161820333457,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.174397110872229,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.17091686039981,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170644487671707,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171025154374393,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170941739403119,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.173190931032306,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170281718605275,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.17090965321951,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170729490001385,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170394856271737,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.172008456603295,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170343112192311,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170126864449279,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.169843843090443,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170397705297859,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171045404294286,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.16945119491684,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.168969587581994,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171264128028294,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170712744413219,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171464327124381,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171200333548821,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170823049052208,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170045716198859,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171319043484321,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.169741693519597,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170920655721782,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.169934245106311,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.169417171435149,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171365256077603,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.169764164542298,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170769871500765,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170222926762488,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.17045961975274,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.17012767581769,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.169979924605756,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.169597276400761,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.172172932483984,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.17039070986648,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.172351885821847,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.172203321895186,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170518243772497,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.17042004331137,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170351480557373,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.169618970956605,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170302871653917,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170941942209492,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171448163131053,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.172017856173986,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.169739838895262,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171123434143223,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.17101431265368,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171365552487754,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.172496586884031,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170912580321162,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.16935832113957,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.172704005586051,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171628203766496,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.169722774258757,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.169951272219305,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171443966088401,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171923559912115,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.169508693577789,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.17123279660545,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170782304386142,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170288744290957,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170960386705273,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.169394804026638,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170782397518526,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.17199070899419,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171384467410518,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.172667495377932,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.170918677213907,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.168673453582541,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171848932912207,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171028577642058,"Shuffled"
"ADJ:ADV","FastText","Polish","Derivation (different category)",0.171112122289833,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169889713056625,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169227542932628,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168944578822295,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.16745782398741,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168222091981255,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168168113239395,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168761693449643,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.16756564302766,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167586357243435,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167549746648876,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169206858785821,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168980133593453,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168205921244175,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168700855310456,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169094310990284,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168507302048345,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.170237385555298,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167747503708971,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168170860018538,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167540229176913,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168967340973836,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168927009722116,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169065888609713,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.16917847015173,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167663809117119,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.166776754145933,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167381131553276,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167559034165628,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167973568202609,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169139975692769,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.170810294314481,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168822670501317,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168229441612507,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.16776552078764,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.16787430828257,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168257241673357,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168298153926062,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167595292989657,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168272920404218,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169659597451586,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168988075694373,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.166597536477859,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168239700561047,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168681521490747,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168290021611173,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167672469550239,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168673611876759,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.16871261901896,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169525677421143,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167594379023033,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167333036724126,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.166999301064227,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169314261965191,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168803048925216,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169135116794028,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168863131104331,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167978336777544,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168298967902769,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167603520243885,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.16788269404172,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.16989938903735,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169100779053244,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167846884663746,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169469481070927,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169565499579117,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168129526558523,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169940202462741,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168225201464283,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167506027497631,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168469115919186,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168331056548058,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.16868778046555,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167876787561578,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169449594774227,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.1670443840051,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169074235306443,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169490138190909,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168717539960268,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169056332830539,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168843588532904,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167429903872643,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169072856080087,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167969904872715,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169803053151834,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168492100638503,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169713073365601,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167382163385362,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.17028496237395,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169718518615806,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.16924122516296,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168060759743637,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167461427408934,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169699393845649,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169117422050682,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.167329523816979,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168496710791092,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.169017544195711,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.166982235199634,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.16935332605267,"Shuffled"
"ADJ:N","FastText","Polish","Derivation (different category)",0.168705922762126,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.170877912172193,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.168313109903402,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.176304149454367,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.177802717999405,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.175668286253942,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.17072867593927,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.17395482625093,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.181514610099096,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.175690181570689,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.175271136505419,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.176636587511464,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.175791422907601,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.179383859510335,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.174892758251109,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.18065437973957,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.183242564173717,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.17952964488442,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.180193246982152,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.174235653850365,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.17289906359909,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.173764987410949,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.176758702019981,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.178664604901879,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.175590383633093,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.173400073680209,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.175656408749363,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.170618673975122,"Shuffled"
"ADJ:V","FastText","Polish","Derivation (different category)",0.176481281273702,"Shuffled"
